Instelling;fgrfunctie;fte_count;year;quarter;salaryscale
Financien;(Senior) Adviseur;36.301;2013;4;13
Financien;(Senior) Beleidsmedewerker;32.111;2013;4;11
Financien;(Senior) Beleidsmedewerker;94.024;2013;4;12
Financien;(Senior) Beleidsmedewerker;0;2013;4;13
Financien;Adviseur Bedrijfsvoering;2.833;2013;4;8
Financien;Adviseur Bedrijfsvoering;60.385;2013;4;9
Financien;Adviseur Bedrijfsvoering;141.929;2013;4;10
Financien;Adviseur Bedrijfsvoering;52.724;2013;4;11
Financien;Beleidsondersteuner;0;2013;4;8
Financien;Beleidsondersteuner;1;2013;4;9
Financien;Beleidsondersteuner;0;2013;4;10
Financien;Co�rdinerend Beleidsmedewerker;39.692;2013;4;13
Financien;Co�rdinerend Beleidsmedewerker;89.695;2013;4;14
Financien;Co�rdinerend Beleidsmedewerker;3.167;2013;4;15
Financien;Deelprojectleider;0;2013;4;9
Financien;Deelprojectleider;3.778;2013;4;10
Financien;Deelprojectleider;0;2013;4;11
Financien;Expert Informatievoorziening;0;2013;4;11
Financien;Expert Informatievoorziening;0;2013;4;12
Financien;Expert Informatievoorziening;0;2013;4;13
Financien;Inrichtingswerker;0;2013;4;7
Financien;Inspecteur/Medewerker Toezicht;0;2013;4;8
Financien;Inspecteur/Medewerker Toezicht;0;2013;4;9
Financien;Inspecteur/Medewerker Toezicht;0;2013;4;10
Financien;Inspecteur/Medewerker Toezicht;0;2013;4;11
Financien;Managementondersteuner;66.77;2013;4;5
Financien;Managementondersteuner;44.244;2013;4;6
Financien;Managementondersteuner;18.002;2013;4;7
Financien;Managementondersteuner;13.939;2013;4;8
Financien;Managementondersteuner;4;2013;4;9
Financien;Managementondersteuner;1.111;2013;4;10
Financien;Medewerker Administratie;0;2013;4;4
Financien;Medewerker Administratie;16.912;2013;4;5
Financien;Medewerker Administratie;27.623;2013;4;6
Financien;Medewerker Administratie;13.264;2013;4;7
Financien;Medewerker Administratie;15.999;2013;4;8
Financien;Medewerker Advisering;0;2013;4;8
Financien;Medewerker Advisering;3;2013;4;9
Financien;Medewerker Advisering;0;2013;4;10
Financien;Medewerker Advisering;0;2013;4;11
Financien;Medewerker Beveiliging;17;2013;4;4
Financien;Medewerker Communicatie;0;2013;4;6
Financien;Medewerker Communicatie;0;2013;4;7
Financien;Medewerker Communicatie;1;2013;4;8
Financien;Medewerker Vervoer;6;2013;4;3
Financien;Medewerker Vervoer;0;2013;4;4
Financien;Middenmanager;1;2013;4;12
Financien;Middenmanager;5.9;2013;4;13
Financien;Middenmanager;27.028;2013;4;14
Financien;Middenmanager;41.983;2013;4;15
Financien;Middenmanager;0;2013;4;16
Financien;Onderzoeksmedewerker;0;2013;4;8
Financien;Onderzoeksmedewerker;0;2013;4;9
Financien;Onderzoeksmedewerker;0;2013;4;10
Financien;Onderzoeksmedewerker;0;2013;4;11
Financien;Onderzoeksondersteuner;0;2013;4;6
Financien;Onderzoeksondersteuner;0;2013;4;7
Financien;Operationeel Manager;0;2013;4;8
Financien;Operationeel Manager;1;2013;4;9
Financien;Operationeel Manager;29.123;2013;4;10
Financien;Operationeel Manager;21.778;2013;4;11
Financien;Operationeel Manager;1;2013;4;12
Financien;Operationeel Manager;0;2013;4;13
Financien;Project-/Programmadirecteur;0;2013;4;16
Financien;Project-/Programmadirecteur;0;2013;4;17
Financien;Project-/Programmamanager;0;2013;4;12
Financien;Project-/Programmamanager;1;2013;4;13
Financien;Project-/Programmamanager;1.944;2013;4;14
Financien;Project-/Programmamanager;2.111;2013;4;15
Financien;Projectleider;0;2013;4;10
Financien;Projectleider;0;2013;4;11
Financien;Projectleider;1;2013;4;12
Financien;Projectleider;1;2013;4;13
Financien;Senior Adviseur Bedrijfsvoerin;92.902;2013;4;11
Financien;Senior Adviseur Bedrijfsvoerin;166.641;2013;4;12
Financien;Senior Adviseur Bedrijfsvoerin;18.383;2013;4;13
Financien;Senior Inspecteur;0;2013;4;11
Financien;Senior Inspecteur;0;2013;4;12
Financien;Senior Inspecteur;0;2013;4;13
Financien;Strategisch Adviseur;1;2013;4;15
Financien;Strategisch Adviseur;8.278;2013;4;16
Financien;Strategisch Beleidsmedewerker;5.111;2013;4;15
Financien;Strategisch Beleidsmedewerker;0;2013;4;16
Financien;Topmanager;2.111;2013;4;15
Financien;Topmanager;14.221;2013;4;16
Financien;Topmanager;11.222;2013;4;17
Financien;Topmanager;4;2013;4;18
Financien;Trainer;0;2013;4;7
Financien;Trainer;0;2013;4;8
Financien;Trainer;0;2013;4;9
Financien;Trainer;0;2013;4;10
Financien;Wetenschappelijk Medewerker;0;2013;4;10
Financien;Wetenschappelijk Medewerker;0;2013;4;11
Financien;Wetenschappelijk Medewerker;0;2013;4;12
Financien;Wetenschappelijk Medewerker;0;2013;4;13
Hoge Colleges van Staat;(Senior) Adviseur;65.463;2013;4;11
Hoge Colleges van Staat;(Senior) Adviseur;14.052;2013;4;12
Hoge Colleges van Staat;(Senior) Adviseur;3.306;2013;4;13
Hoge Colleges van Staat;(Senior) Beleidsmedewerker;1;2013;4;11
Hoge Colleges van Staat;(Senior) Beleidsmedewerker;0;2013;4;12
Hoge Colleges van Staat;(Senior) Beleidsmedewerker;0;2013;4;13
Hoge Colleges van Staat;Adviseur Bedrijfsvoering;0.556;2013;4;8
Hoge Colleges van Staat;Adviseur Bedrijfsvoering;2.944;2013;4;9
Hoge Colleges van Staat;Adviseur Bedrijfsvoering;0;2013;4;10
Hoge Colleges van Staat;Adviseur Bedrijfsvoering;1.394;2013;4;11
Hoge Colleges van Staat;Co�rdinerend Beleidsmedewerker;0;2013;4;14
Hoge Colleges van Staat;Managementondersteuner;0;2013;4;5
Hoge Colleges van Staat;Managementondersteuner;0;2013;4;6
Hoge Colleges van Staat;Managementondersteuner;2;2013;4;7
Hoge Colleges van Staat;Managementondersteuner;3.188;2013;4;8
Hoge Colleges van Staat;Managementondersteuner;0;2013;4;10
Hoge Colleges van Staat;Medewerker Administratie;9.472;2013;4;5
Hoge Colleges van Staat;Medewerker Administratie;0.944;2013;4;6
Hoge Colleges van Staat;Medewerker Administratie;0.556;2013;4;7
Hoge Colleges van Staat;Medewerker Administratie;0;2013;4;8
Hoge Colleges van Staat;Medewerker Advisering;1.583;2013;4;8
Hoge Colleges van Staat;Medewerker Advisering;8.95;2013;4;9
Hoge Colleges van Staat;Medewerker Advisering;0;2013;4;10
Hoge Colleges van Staat;Medewerker Advisering;0;2013;4;11
Hoge Colleges van Staat;Medewerker Communicatie;0.889;2013;4;7
Hoge Colleges van Staat;Middenmanager;9.889;2013;4;13
Hoge Colleges van Staat;Middenmanager;3.944;2013;4;14
Hoge Colleges van Staat;Onderzoeksondersteuner;0;2013;4;6
Hoge Colleges van Staat;Operationeel Manager;0.889;2013;4;10
Hoge Colleges van Staat;Operationeel Manager;1.056;2013;4;11
Hoge Colleges van Staat;Operationeel Manager;0;2013;4;12
Hoge Colleges van Staat;Project-/Programmamanager;0;2013;4;14
Hoge Colleges van Staat;Projectleider;3.778;2013;4;13
Hoge Colleges van Staat;Senior Adviseur Bedrijfsvoerin;0;2013;4;11
Hoge Colleges van Staat;Senior Adviseur Bedrijfsvoerin;2.778;2013;4;12
Hoge Colleges van Staat;Senior Adviseur Bedrijfsvoerin;0;2013;4;13
Hoge Colleges van Staat;Senior Inspecteur;0;2013;4;11
Hoge Colleges van Staat;Topmanager;1;2013;4;15
Hoge Colleges van Staat;Topmanager;0.944;2013;4;16
Hoge Colleges van Staat;Topmanager;1;2013;4;17
Hoge Colleges van Staat;Wetenschappelijk Medewerker;0;2013;4;11
Hoge Colleges van Staat;Wetenschappelijk Medewerker;0;2013;4;12
Infrastructuur en Milieu;(Senior) Adviseur;956.67;2013;4;11
Infrastructuur en Milieu;(Senior) Adviseur;891.255;2013;4;12
Infrastructuur en Milieu;(Senior) Adviseur;453.353;2013;4;13
Infrastructuur en Milieu;(Senior) Beleidsmedewerker;131.491;2013;4;11
Infrastructuur en Milieu;(Senior) Beleidsmedewerker;270.102;2013;4;12
Infrastructuur en Milieu;(Senior) Beleidsmedewerker;143.064;2013;4;13
Infrastructuur en Milieu;Adviseur Bedrijfsvoering;72.123;2013;4;8
Infrastructuur en Milieu;Adviseur Bedrijfsvoering;191.15;2013;4;9
Infrastructuur en Milieu;Adviseur Bedrijfsvoering;247.648;2013;4;10
Infrastructuur en Milieu;Adviseur Bedrijfsvoering;264.359;2013;4;11
Infrastructuur en Milieu;Beleidsondersteuner;7.556;2013;4;8
Infrastructuur en Milieu;Beleidsondersteuner;21.621;2013;4;9
Infrastructuur en Milieu;Beleidsondersteuner;35.938;2013;4;10
Infrastructuur en Milieu;Beleidsondersteuner;0;2013;4;11
Infrastructuur en Milieu;Commissiesecretaris;1;2013;4;12
Infrastructuur en Milieu;Co�rdinerend Beleidsmedewerker;101.628;2013;4;13
Infrastructuur en Milieu;Co�rdinerend Beleidsmedewerker;127.251;2013;4;14
Infrastructuur en Milieu;Co�rdinerend Beleidsmedewerker;7.111;2013;4;15
Infrastructuur en Milieu;Deelprojectleider;23.445;2013;4;9
Infrastructuur en Milieu;Deelprojectleider;82.838;2013;4;10
Infrastructuur en Milieu;Deelprojectleider;6.168;2013;4;11
Infrastructuur en Milieu;Expert Informatievoorziening;0;2013;4;13
Infrastructuur en Milieu;Inspecteur/Medewerker Toezicht;18.611;2013;4;8
Infrastructuur en Milieu;Inspecteur/Medewerker Toezicht;111.236;2013;4;9
Infrastructuur en Milieu;Inspecteur/Medewerker Toezicht;188.223;2013;4;10
Infrastructuur en Milieu;Inspecteur/Medewerker Toezicht;45.4;2013;4;11
Infrastructuur en Milieu;Managementondersteuner;14.932;2013;4;5
Infrastructuur en Milieu;Managementondersteuner;296.752;2013;4;6
Infrastructuur en Milieu;Managementondersteuner;137.137;2013;4;7
Infrastructuur en Milieu;Managementondersteuner;19.39;2013;4;8
Infrastructuur en Milieu;Managementondersteuner;5.056;2013;4;9
Infrastructuur en Milieu;Managementondersteuner;2.944;2013;4;10
Infrastructuur en Milieu;Medewerker Administratie;1.779;2013;4;4
Infrastructuur en Milieu;Medewerker Administratie;7.833;2013;4;5
Infrastructuur en Milieu;Medewerker Administratie;50.299;2013;4;6
Infrastructuur en Milieu;Medewerker Administratie;151.768;2013;4;7
Infrastructuur en Milieu;Medewerker Administratie;113.987;2013;4;8
Infrastructuur en Milieu;Medewerker Advisering;221.437;2013;4;8
Infrastructuur en Milieu;Medewerker Advisering;404.39;2013;4;9
Infrastructuur en Milieu;Medewerker Advisering;680.717;2013;4;10
Infrastructuur en Milieu;Medewerker Advisering;74.829;2013;4;11
Infrastructuur en Milieu;Medewerker Communicatie;0;2013;4;5
Infrastructuur en Milieu;Medewerker Communicatie;0;2013;4;6
Infrastructuur en Milieu;Medewerker Communicatie;1.778;2013;4;7
Infrastructuur en Milieu;Medewerker Communicatie;1.667;2013;4;8
Infrastructuur en Milieu;Medewerker Vervoer;24;2013;4;4
Infrastructuur en Milieu;Medewerker Vervoer;1;2013;4;5
Infrastructuur en Milieu;Medewerker Vervoer;1;2013;4;6
Infrastructuur en Milieu;Medewerker Vervoer;5.111;2013;4;7
Infrastructuur en Milieu;Medewerker Vervoer;5.444;2013;4;8
Infrastructuur en Milieu;Medewerker Vervoer;27.333;2013;4;9
Infrastructuur en Milieu;Medewerker Vervoer;5.222;2013;4;10
Infrastructuur en Milieu;Middenmanager;8.945;2013;4;12
Infrastructuur en Milieu;Middenmanager;152.09;2013;4;13
Infrastructuur en Milieu;Middenmanager;154.758;2013;4;14
Infrastructuur en Milieu;Middenmanager;103.407;2013;4;15
Infrastructuur en Milieu;Onderzoeksmedewerker;0;2013;4;8
Infrastructuur en Milieu;Onderzoeksmedewerker;8.692;2013;4;9
Infrastructuur en Milieu;Onderzoeksmedewerker;16.5;2013;4;10
Infrastructuur en Milieu;Onderzoeksmedewerker;0;2013;4;11
Infrastructuur en Milieu;Onderzoeksondersteuner;4;2013;4;6
Infrastructuur en Milieu;Onderzoeksondersteuner;4.055;2013;4;7
Infrastructuur en Milieu;Onderzoeksondersteuner;0;2013;4;8
Infrastructuur en Milieu;Operationeel Manager;6.612;2013;4;9
Infrastructuur en Milieu;Operationeel Manager;13.351;2013;4;10
Infrastructuur en Milieu;Operationeel Manager;109.325;2013;4;11
Infrastructuur en Milieu;Operationeel Manager;47.32;2013;4;12
Infrastructuur en Milieu;Operationeel Manager;0;2013;4;13
Infrastructuur en Milieu;Project-/Programmadirecteur;4.111;2013;4;15
Infrastructuur en Milieu;Project-/Programmadirecteur;20.788;2013;4;16
Infrastructuur en Milieu;Project-/Programmadirecteur;0;2013;4;17
Infrastructuur en Milieu;Project-/Programmamanager;136.388;2013;4;13
Infrastructuur en Milieu;Project-/Programmamanager;95.99;2013;4;14
Infrastructuur en Milieu;Project-/Programmamanager;50.361;2013;4;15
Infrastructuur en Milieu;Projectleider;190.362;2013;4;11
Infrastructuur en Milieu;Projectleider;225.778;2013;4;12
Infrastructuur en Milieu;Projectleider;3;2013;4;13
Infrastructuur en Milieu;Senior Adviseur Bedrijfsvoerin;31.311;2013;4;11
Infrastructuur en Milieu;Senior Adviseur Bedrijfsvoerin;313.341;2013;4;12
Infrastructuur en Milieu;Senior Adviseur Bedrijfsvoerin;120.369;2013;4;13
Infrastructuur en Milieu;Senior Inspecteur;112.483;2013;4;11
Infrastructuur en Milieu;Senior Inspecteur;164.519;2013;4;12
Infrastructuur en Milieu;Senior Inspecteur;23.539;2013;4;13
Infrastructuur en Milieu;Strategisch Adviseur;21.195;2013;4;15
Infrastructuur en Milieu;Strategisch Adviseur;13;2013;4;16
Infrastructuur en Milieu;Strategisch Beleidsmedewerker;2.111;2013;4;15
Infrastructuur en Milieu;Strategisch Inspecteur;0;2013;4;16
Infrastructuur en Milieu;Topmanager;24.042;2013;4;15
Infrastructuur en Milieu;Topmanager;67.794;2013;4;16
Infrastructuur en Milieu;Topmanager;36.14;2013;4;17
Infrastructuur en Milieu;Topmanager;2.111;2013;4;18
Infrastructuur en Milieu;Topwetenschappelijk Medewerker;0;2013;4;15
Infrastructuur en Milieu;Trainer;0;2013;4;10
Infrastructuur en Milieu;Wetenschappelijk Medewerker;18.145;2013;4;10
Infrastructuur en Milieu;Wetenschappelijk Medewerker;84.138;2013;4;11
Infrastructuur en Milieu;Wetenschappelijk Medewerker;81.975;2013;4;12
Infrastructuur en Milieu;Wetenschappelijk Medewerker;11.8;2013;4;13
Onderwijs, Cultuur en Wetenschap;(Senior) Adviseur;108.448;2013;4;11
Onderwijs, Cultuur en Wetenschap;(Senior) Adviseur;151.564;2013;4;12
Onderwijs, Cultuur en Wetenschap;(Senior) Adviseur;67.06;2013;4;13
Onderwijs, Cultuur en Wetenschap;(Senior) Beleidsmedewerker;89.356;2013;4;11
Onderwijs, Cultuur en Wetenschap;(Senior) Beleidsmedewerker;147.099;2013;4;12
Onderwijs, Cultuur en Wetenschap;(Senior) Beleidsmedewerker;50.151;2013;4;13
Onderwijs, Cultuur en Wetenschap;Adviseur Bedrijfsvoering;6.828;2013;4;8
Onderwijs, Cultuur en Wetenschap;Adviseur Bedrijfsvoering;163.229;2013;4;9
Onderwijs, Cultuur en Wetenschap;Adviseur Bedrijfsvoering;212.639;2013;4;10
Onderwijs, Cultuur en Wetenschap;Adviseur Bedrijfsvoering;151.646;2013;4;11
Onderwijs, Cultuur en Wetenschap;Beleidsondersteuner;0;2013;4;8
Onderwijs, Cultuur en Wetenschap;Beleidsondersteuner;1.65;2013;4;9
Onderwijs, Cultuur en Wetenschap;Beleidsondersteuner;12.489;2013;4;10
Onderwijs, Cultuur en Wetenschap;Beleidsondersteuner;0.8;2013;4;11
Onderwijs, Cultuur en Wetenschap;Commissiesecretaris;1;2013;4;11
Onderwijs, Cultuur en Wetenschap;Co�rdinerend Beleidsmedewerker;52.142;2013;4;13
Onderwijs, Cultuur en Wetenschap;Co�rdinerend Beleidsmedewerker;15.045;2013;4;14
Onderwijs, Cultuur en Wetenschap;Co�rdinerend Beleidsmedewerker;1.9;2013;4;15
Onderwijs, Cultuur en Wetenschap;Deelprojectleider;1;2013;4;9
Onderwijs, Cultuur en Wetenschap;Deelprojectleider;1.389;2013;4;10
Onderwijs, Cultuur en Wetenschap;Deelprojectleider;0;2013;4;11
Onderwijs, Cultuur en Wetenschap;Expert Informatievoorziening;0;2013;4;11
Onderwijs, Cultuur en Wetenschap;Expert Informatievoorziening;0;2013;4;12
Onderwijs, Cultuur en Wetenschap;Expert Informatievoorziening;0;2013;4;13
Onderwijs, Cultuur en Wetenschap;Handhaving en Toezich;1;2013;4;13
Onderwijs, Cultuur en Wetenschap;Inspecteur/Medewerker Toezicht;0;2013;4;8
Onderwijs, Cultuur en Wetenschap;Inspecteur/Medewerker Toezicht;22.559;2013;4;9
Onderwijs, Cultuur en Wetenschap;Inspecteur/Medewerker Toezicht;13.2;2013;4;10
Onderwijs, Cultuur en Wetenschap;Inspecteur/Medewerker Toezicht;7.1;2013;4;11
Onderwijs, Cultuur en Wetenschap;Managementondersteuner;7.992;2013;4;5
Onderwijs, Cultuur en Wetenschap;Managementondersteuner;46.528;2013;4;6
Onderwijs, Cultuur en Wetenschap;Managementondersteuner;57.283;2013;4;7
Onderwijs, Cultuur en Wetenschap;Managementondersteuner;29.028;2013;4;8
Onderwijs, Cultuur en Wetenschap;Managementondersteuner;5.733;2013;4;9
Onderwijs, Cultuur en Wetenschap;Managementondersteuner;2.944;2013;4;10
Onderwijs, Cultuur en Wetenschap;Medewerker Administratie;0.861;2013;4;4
Onderwijs, Cultuur en Wetenschap;Medewerker Administratie;1.833;2013;4;5
Onderwijs, Cultuur en Wetenschap;Medewerker Administratie;7.723;2013;4;6
Onderwijs, Cultuur en Wetenschap;Medewerker Administratie;28.561;2013;4;7
Onderwijs, Cultuur en Wetenschap;Medewerker Administratie;19.728;2013;4;8
Onderwijs, Cultuur en Wetenschap;Medewerker Advisering;6.23;2013;4;8
Onderwijs, Cultuur en Wetenschap;Medewerker Advisering;37.822;2013;4;9
Onderwijs, Cultuur en Wetenschap;Medewerker Advisering;32.622;2013;4;10
Onderwijs, Cultuur en Wetenschap;Medewerker Advisering;34.262;2013;4;11
Onderwijs, Cultuur en Wetenschap;Medewerker Communicatie;0;2013;4;5
Onderwijs, Cultuur en Wetenschap;Medewerker Communicatie;1.6;2013;4;6
Onderwijs, Cultuur en Wetenschap;Medewerker Communicatie;8.314;2013;4;7
Onderwijs, Cultuur en Wetenschap;Medewerker Communicatie;3.011;2013;4;8
Onderwijs, Cultuur en Wetenschap;Medewerker Vervoer;1;2013;4;4
Onderwijs, Cultuur en Wetenschap;Middenmanager;4.9;2013;4;12
Onderwijs, Cultuur en Wetenschap;Middenmanager;39.784;2013;4;13
Onderwijs, Cultuur en Wetenschap;Middenmanager;41.006;2013;4;14
Onderwijs, Cultuur en Wetenschap;Middenmanager;59.188;2013;4;15
Onderwijs, Cultuur en Wetenschap;Middenmanager;1;2013;4;16
Onderwijs, Cultuur en Wetenschap;Onderzoeksmedewerker;2.778;2013;4;9
Onderwijs, Cultuur en Wetenschap;Onderzoeksmedewerker;3.667;2013;4;10
Onderwijs, Cultuur en Wetenschap;Onderzoeksmedewerker;1.889;2013;4;11
Onderwijs, Cultuur en Wetenschap;Onderzoeksondersteuner;0;2013;4;6
Onderwijs, Cultuur en Wetenschap;Onderzoeksondersteuner;0;2013;4;7
Onderwijs, Cultuur en Wetenschap;Operationeel Manager;18.486;2013;4;9
Onderwijs, Cultuur en Wetenschap;Operationeel Manager;11.833;2013;4;10
Onderwijs, Cultuur en Wetenschap;Operationeel Manager;11.639;2013;4;11
Onderwijs, Cultuur en Wetenschap;Operationeel Manager;36.507;2013;4;12
Onderwijs, Cultuur en Wetenschap;Project-/Programmadirecteur;0;2013;4;15
Onderwijs, Cultuur en Wetenschap;Project-/Programmadirecteur;1.111;2013;4;16
Onderwijs, Cultuur en Wetenschap;Project-/Programmadirecteur;0;2013;4;17
Onderwijs, Cultuur en Wetenschap;Project-/Programmamanager;22.861;2013;4;13
Onderwijs, Cultuur en Wetenschap;Project-/Programmamanager;14.755;2013;4;14
Onderwijs, Cultuur en Wetenschap;Project-/Programmamanager;8.278;2013;4;15
Onderwijs, Cultuur en Wetenschap;Projectleider;2.067;2013;4;11
Onderwijs, Cultuur en Wetenschap;Projectleider;51.515;2013;4;12
Onderwijs, Cultuur en Wetenschap;Projectleider;10.444;2013;4;13
Onderwijs, Cultuur en Wetenschap;Senior Adviseur Bedrijfsvoerin;71.952;2013;4;11
Onderwijs, Cultuur en Wetenschap;Senior Adviseur Bedrijfsvoerin;107.514;2013;4;12
Onderwijs, Cultuur en Wetenschap;Senior Adviseur Bedrijfsvoerin;16.511;2013;4;13
Onderwijs, Cultuur en Wetenschap;Senior Inspecteur;15.147;2013;4;11
Onderwijs, Cultuur en Wetenschap;Senior Inspecteur;96.246;2013;4;12
Onderwijs, Cultuur en Wetenschap;Senior Inspecteur;71.038;2013;4;13
Onderwijs, Cultuur en Wetenschap;Strategisch Adviseur;2;2013;4;15
Onderwijs, Cultuur en Wetenschap;Strategisch Adviseur;2.222;2013;4;16
Onderwijs, Cultuur en Wetenschap;Topmanager;1.833;2013;4;15
Onderwijs, Cultuur en Wetenschap;Topmanager;14.389;2013;4;16
Onderwijs, Cultuur en Wetenschap;Topmanager;20.556;2013;4;17
Onderwijs, Cultuur en Wetenschap;Topmanager;0;2013;4;18
Onderwijs, Cultuur en Wetenschap;Trainer;0;2013;4;9
Onderwijs, Cultuur en Wetenschap;Wetenschappelijk Medewerker;8.089;2013;4;10
Onderwijs, Cultuur en Wetenschap;Wetenschappelijk Medewerker;36.498;2013;4;11
Onderwijs, Cultuur en Wetenschap;Wetenschappelijk Medewerker;47.756;2013;4;12
Onderwijs, Cultuur en Wetenschap;Wetenschappelijk Medewerker;0;2013;4;13
Sociale Zaken en Werkgelegenheid;(Senior) Adviseur;35.805;2013;4;11
Sociale Zaken en Werkgelegenheid;(Senior) Adviseur;66.889;2013;4;12
Sociale Zaken en Werkgelegenheid;(Senior) Adviseur;16.722;2013;4;13
Sociale Zaken en Werkgelegenheid;(Senior) Beleidsmedewerker;117.872;2013;4;11
Sociale Zaken en Werkgelegenheid;(Senior) Beleidsmedewerker;158.868;2013;4;12
Sociale Zaken en Werkgelegenheid;(Senior) Beleidsmedewerker;73.587;2013;4;13
Sociale Zaken en Werkgelegenheid;Adviseur Bedrijfsvoering;19.272;2013;4;8
Sociale Zaken en Werkgelegenheid;Adviseur Bedrijfsvoering;43.052;2013;4;9
Sociale Zaken en Werkgelegenheid;Adviseur Bedrijfsvoering;34.399;2013;4;10
Sociale Zaken en Werkgelegenheid;Adviseur Bedrijfsvoering;30.29;2013;4;11
Sociale Zaken en Werkgelegenheid;Beleidsondersteuner;1.402;2013;4;8
Sociale Zaken en Werkgelegenheid;Beleidsondersteuner;8.096;2013;4;9
Sociale Zaken en Werkgelegenheid;Beleidsondersteuner;15.518;2013;4;10
Sociale Zaken en Werkgelegenheid;Co�rdinerend Beleidsmedewerker;7.333;2013;4;13
Sociale Zaken en Werkgelegenheid;Co�rdinerend Beleidsmedewerker;36.655;2013;4;14
Sociale Zaken en Werkgelegenheid;Co�rdinerend Beleidsmedewerker;2.111;2013;4;15
Sociale Zaken en Werkgelegenheid;Deelprojectleider;0;2013;4;9
Sociale Zaken en Werkgelegenheid;Deelprojectleider;0;2013;4;10
Sociale Zaken en Werkgelegenheid;Inrichtingswerker;0;2013;4;7
Sociale Zaken en Werkgelegenheid;Inspecteur/Medewerker Toezicht;12.842;2013;4;8
Sociale Zaken en Werkgelegenheid;Inspecteur/Medewerker Toezicht;45.362;2013;4;9
Sociale Zaken en Werkgelegenheid;Inspecteur/Medewerker Toezicht;497.988;2013;4;10
Sociale Zaken en Werkgelegenheid;Inspecteur/Medewerker Toezicht;51.641;2013;4;11
